Date,HadCET min,HadCET mean,HadCET max,Load Values England and Wales (MW),London min forecast,London mean  forecast,London max  forecast,Bristol min  forecast,Bristol mean  forecast,Bristol max forecast,Leeds min  forecast,Leeds mean forecast,Leeds max forecast
8/11/2019,13.1,15.7,18.2,19620,,,,,,,,,
8/12/2019,10.6,14.3,17.9,23591.875,,,,,,,,,
8/13/2019,8.7,14.1,19.6,23566.91667,,,,,,,,,
8/14/2019,10.1,13.9,17.6,25448.08333,,,,,,,,,
8/15/2019,13.3,16.5,19.6,22877.47917,,,,,,,,,
8/16/2019,10.3,13.7,17.1,23911.02083,,,,,,,,,
8/17/2019,12.9,16.7,20.5,19312.95833,,,,,,,,,
8/18/2019,11.8,15.8,19.8,18925.22917,,,,,,,,,
8/19/2019,11.6,15.3,19,22661.5,,,,,,,,,
8/20/2019,9.5,14.3,19.1,23534.1875,,,,,,,,,
8/21/2019,10.7,15.5,20.4,23546.60417,,,,,,,,,
8/22/2019,11.7,16.2,20.8,23555.95833,,,,,,,,,
8/23/2019,13.5,19,24.4,23376.35417,,,,,,,,,
8/24/2019,10.6,18.9,27.1,20482.66667,,,,,,,,,
8/25/2019,13.5,21.7,29.9,20202.02083,,,,,,,,,
8/26/2019,12.9,19.9,26.8,21462.97917,,,,,,,,,
8/27/2019,13.4,20.1,26.8,25199.125,,,,,,,,,
8/28/2019,14,17.2,20.4,25475.25,,,,,,,,,
8/29/2019,9.1,14.7,20.2,23504.95833,,,,,,,,,
8/30/2019,13.3,17.5,21.7,22461.39583,,,,,,,,,
8/31/2019,13.5,16.4,19.4,20140,,,,,,,,,
9/1/2019,9,13.4,17.9,19525.1875,,,,,,,,,
9/2/2019,8,13.6,19.2,23666.5625,,,,,,,,,
9/3/2019,12.6,16.5,20.3,24151.29167,,,,,,,,,
9/4/2019,13,15.4,17.8,23063.04167,,,,,,,,,
9/5/2019,9,13,16.9,23505.625,,,,,,,,,
9/6/2019,9.6,13.6,17.5,23888.5625,,,,,,,,,
9/7/2019,9.5,13.2,16.9,21634.89583,,,,,,,,,
9/8/2019,4.3,10.8,17.3,21025.29167,,,,,,,,,
9/9/2019,9.9,12.2,14.4,26516.1875,,,,,,,,,
9/10/2019,8.5,13,17.6,25531.52083,,,,,,,,,
9/11/2019,12.1,16.6,21.2,24789.08333,,,,,,,,,
9/12/2019,11.6,16.5,21.4,24894.97917,,,,,,,,,
9/13/2019,8.5,13.4,18.3,24018.33333,,,,,,,,,
9/14/2019,5,12.9,20.9,20902.1875,,,,,,,,,
9/15/2019,10.5,15.8,21.1,21375.60417,,,,,,,,,
9/16/2019,12.8,15,17.2,26211.9375,,,,,,,,,
9/17/2019,7.1,12.2,17.3,24632.625,,,,,,,,,
9/18/2019,4.7,11.4,18.1,25341.58333,,,,,,,,,
9/19/2019,6.6,13.5,20.4,25067.6875,,,,,,,,,
9/20/2019,7.1,14.2,21.3,23729.125,,,,,,,,,
9/21/2019,9.9,16.8,23.7,20640.52083,,,,,,,,,
9/22/2019,13.8,16.7,19.5,22614.79167,,,,,,,,,
9/23/2019,12.4,15.7,19,25145.97917,,,,,,,,,
9/24/2019,13.9,16.1,18.2,26107.95833,,,,,,,,,
9/25/2019,13.8,15.9,18,26567.14583,,,,,,,,,
9/26/2019,13.8,16.1,18.3,24595.47917,,,,,,,,,
9/27/2019,11.5,14.1,16.6,24282.66667,,,,,,,,,
9/28/2019,10.4,14,17.6,21634.85417,,,,,,,,,
9/29/2019,12,14.6,17.2,22281.5,,,,,,,,,
9/30/2019,8.8,12.5,16.3,26775.64583,,,,,,,,,
10/1/2019,11.7,13.9,16.1,26217.45833,,,,,,,,,
10/2/2019,3.3,8.1,12.9,26323.58333,,,,,,,,,
10/3/2019,1.6,7.3,13,28119.0625,,,,,,,,,
10/4/2019,6.2,10.8,15.5,26682.85417,,,,,,,,,
10/5/2019,9.2,12,14.8,24452.0625,,,,,,,,,
10/6/2019,10.6,13.1,15.7,22867.91667,,,,,,,,,
10/7/2019,8.7,11.3,13.9,27643.52083,,,,,,,,,
10/8/2019,9.7,12.8,15.8,25941.5,,,,,,,,,
10/9/2019,8.9,11.4,14,26525.83333,,,,,,,,,
10/10/2019,7.7,11.2,14.8,26153.25,,,,,,,,,
10/11/2019,11.8,13.5,15.3,26626.54167,,,,,,,,,
10/12/2019,9.3,11.8,14.3,25081.16667,,,,,,,,,
10/13/2019,9.8,11.9,14.1,24785.625,,,,,,,,,
10/14/2019,7.5,10.6,13.7,28761.08333,,,,,,,,,
10/15/2019,8.7,11.4,14.2,28346.33333,,,,,,,,,
10/16/2019,8.7,11.6,14.4,27622.5625,,,,,,,,,
10/17/2019,5,9.5,14,28006,,,,,,,,,
10/18/2019,7.4,9.9,12.5,27415.79167,,,,,,,,,
10/19/2019,7.3,10.6,14,25035.25,,,,,,,,,
10/20/2019,5.3,8.3,11.4,24139.77083,,,,,,,,,
10/21/2019,7.9,10,12.1,28917.27083,,,,,,,,,
10/22/2019,4.5,9,13.5,29009.16667,,,,,,,,,
10/23/2019,3.4,7.9,12.5,29331.95833,,,,,,,,,
10/24/2019,6.6,9.7,12.9,29177.125,,,,,,,,,
10/25/2019,6,9.7,13.4,28569.45833,,,,,,,,,
10/26/2019,7.6,9.1,10.6,26202.875,,,,,,,,,
10/27/2019,3.1,7.2,11.3,24815.54167,,,,,,,,,
10/28/2019,-0.2,4.6,9.3,30117.04167,,,,,,,,,
10/29/2019,2.2,6.3,10.4,29951.08333,,,,,,,,,
10/30/2019,3,7,11.1,29547.375,,,,,,,,,
10/31/2019,3.5,7.6,11.8,30366.29167,,,,,,,,,
11/1/2019,5.9,10.2,14.4,29301.77083,,,,,,,,,
11/2/2019,8.2,9.7,11.2,26032.02083,,,,,,,,,
11/3/2019,5.5,8.4,11.2,26391.125,,,,,,,,,
11/4/2019,5.8,8.5,11.2,30312.91667,,,,,,,,,
11/5/2019,6.5,8.8,11.1,30147.625,,,,,,,,,
11/6/2019,1.4,4.7,7.9,31537.66667,,,,,,,,,
11/7/2019,3.7,6.6,9.4,31099.58333,,,,,,,,,
11/8/2019,2,4.9,7.8,30901.625,,,,,,,,,
11/9/2019,-1,2.4,5.7,29663.16667,,,,,,,,,
11/10/2019,1.1,5,8.9,27704.625,,,,,,,,,
11/11/2019,2.2,5.5,8.8,30299.20833,,,,,,,,,
11/12/2019,3.2,5.5,7.8,31091.64583,,,,,,,,,
11/13/2019,1.5,5,8.5,32038.70833,,,,,,,,,
11/14/2019,2.5,4.5,6.4,32261.39583,,,,,,,,,
11/15/2019,3.4,5.9,8.5,31660.1875,,,,,,,,,
11/16/2019,4.5,6.7,9,29102.22917,,,,,,,,,
11/17/2019,3.1,5.8,8.4,28894.64583,,,,,,,,,
11/18/2019,1.7,4.8,7.9,31913.3125,,,,,,,,,
11/19/2019,-2.4,2.2,6.7,33864.77083,,,,,,,,,
11/20/2019,-0.8,3.3,7.5,32691.1875,,,,,,,,,
11/21/2019,2.7,4.6,6.5,33330.89583,,,,,,,,,
11/22/2019,3.5,6.2,8.9,32025,,,,,,,,,
11/23/2019,6.1,7.8,9.4,28753.16667,,,,,,,,,
11/24/2019,7.1,8.6,10.1,28614.625,,,,,,,,,
11/25/2019,7.5,9.5,11.4,31469.875,,,,,,,,,
11/26/2019,8.7,10.8,12.9,31256.3125,,,,,,,,,
11/27/2019,7.4,8.9,10.3,31597.89583,,,,,,,,,
11/28/2019,6.7,7.7,8.7,31434.6875,,,,,,,,,
11/29/2019,-0.6,2.9,6.3,32043.29167,,,,,,,,,
11/30/2019,-1.8,1.9,5.7,30236.60417,,,,,,,,,
12/1/2019,-0.9,2.5,5.9,29728.41667,,,,,,,,,
12/2/2019,-2.5,1.5,5.5,33888.125,,,,,,,,,
12/3/2019,-0.4,3.8,8,33483.27083,,,,,,,,,
12/4/2019,0,4.2,8.3,33708.0625,,,,,,,,,
12/5/2019,0.8,5.9,11,32703.29167,,,,,,,,,
12/6/2019,3.9,8,12.2,30240.60417,,,,,,,,,
12/7/2019,7,9.1,11.2,27481.16667,,,,,,,,,
12/8/2019,7.3,8.3,9.3,25738.54167,,,,,,,,,
12/9/2019,5,6.6,8.3,30906.75,,,,,,,,,
12/10/2019,0.8,6.3,11.9,32033.77083,,,,,,,,,
12/11/2019,2.6,4.7,6.9,32715.29167,,,,,,,,,
12/12/2019,0.4,4.1,7.9,33333.77083,,,,,,,,,
12/13/2019,3.8,5.7,7.6,31567.91667,,,,,,,,,
12/14/2019,3.4,5,6.6,28262.79167,,,,,,,,,
12/15/2019,2.4,4.8,7.3,28059.52083,,,,,,,,,
12/16/2019,3.3,5.1,7,32635.41667,,,,,,,,,
12/17/2019,2,3.6,5.2,33985.29167,,,,,,,,,
12/18/2019,-0.2,5.5,11.2,32994.79167,,,,,,,,,
12/19/2019,1.5,6.8,12.1,30926.70833,,,,,,,,,
12/20/2019,7.1,7.7,8.2,31133.83333,,,,,,,,,
12/21/2019,3.4,6.2,9.1,28303.58333,,,,,,,,,
12/22/2019,5.5,6.9,8.3,27178.22917,,,,,,,,,
12/23/2019,4.8,7,9.3,28506.02083,,,,,,,,,
12/24/2019,5.4,7.7,9.9,27261.85417,,,,,,,,,
12/25/2019,2.9,5.4,8,24967.20833,,,,,,,,,
12/26/2019,1.4,4.3,7.2,25078.6875,,,,,,,,,
12/27/2019,3.9,6.2,8.4,28055.52083,,,,,,,,,
12/28/2019,4.9,7.1,9.4,26781.54167,,,,,,,,,
12/29/2019,6.6,7.9,9.1,25875.14583,,,,,,,,,
12/30/2019,3.5,6.3,9.2,27736.95833,,,,,,,,,
12/31/2019,2.6,5.2,7.8,28006.54167,,,,,,,,,
1/1/2020,3.1,5.2,7.2,26636.64583,,,,,,,,,
1/2/2020,3.7,7,10.3,29044.20833,,,,,,,,,
1/3/2020,5.4,6.8,8.3,29507.02083,,,,,,,,,
1/4/2020,3.3,6,8.6,27515.14583,,,,,,,,,
1/5/2020,4.9,6.7,8.5,27391.875,,,,,,,,,
1/6/2020,6.4,7.7,9,29621.60417,,,,,,,,,
1/7/2020,4.4,8.6,12.8,30507.5,,,,,,,,,
1/8/2020,7.5,9.4,11.3,30946.72917,,,,,,,,,
1/9/2020,5.9,8.1,10.2,30642.14583,,,,,,,,,
1/10/2020,2.6,5.8,9.1,30888.77083,,,,,,,,,
1/11/2020,2.4,6.6,10.8,26531.41667,,,,,,,,,
1/12/2020,7.1,8.2,9.3,26746.1875,,,,,,,,,
1/13/2020,3.7,6.5,9.3,30612,,,,,,,,,
1/14/2020,5.1,8.6,12.2,30864.375,,,,,,,,,
1/15/2020,5.5,7.1,8.7,30602.125,,,,,,,,,
1/16/2020,4.7,8,11.4,30767.64583,,,,,,,,,
1/17/2020,6,6.6,7.2,31210.14583,,,,,,,,,
1/18/2020,1.2,4.1,7.1,28988.66667,,,,,,,,,
1/19/2020,-1.4,2.1,5.5,29612.54167,,,,,,,,,
1/20/2020,-1.5,2.7,7,33358.16667,,,,,,,,,
1/21/2020,-0.4,3.4,7.2,33704.27083,,,,,,,,,
1/22/2020,1.4,4.7,8.1,33521.47917,,,,,,,,,
1/23/2020,5.2,6.3,7.4,33567.47917,,,,,,,,,
1/24/2020,5,5.9,6.9,32929.5625,,,,,,,,,
1/25/2020,4.9,6.1,7.3,29708.77083,,,,,,,,,
1/26/2020,5.1,7,9,27952.39583,,,,,,,,,
1/27/2020,4.4,5.9,7.4,31559.6875,,,,,,,,,
1/28/2020,1.3,4.1,6.8,31357.72917,,,,,,,,,
1/29/2020,1.7,5.6,9.4,31121.41667,,,,,,,,,
1/30/2020,3.7,7.6,11.6,31067.125,,,,,,,,,
1/31/2020,7.4,9.4,11.5,29379.02083,,,,,,,,,
2/1/2020,8.2,9.1,10.1,25238.79167,,,,,,,,,
2/2/2020,5.1,8,10.9,26391.60417,,,,,,,,,
2/3/2020,6.2,7.6,8.9,29361.64583,,,,,,,,,
2/4/2020,3.1,6.2,9.3,30596.41667,,,,,,,,,
2/5/2020,2,5.2,8.4,32418.14583,,,,,,,,,
2/6/2020,-0.7,4,8.7,32186.85417,,,,,,,,,
2/7/2020,-0.5,4.6,9.7,30653.5,,,,,,,,,
2/8/2020,2.3,7,11.8,25875.5,,,,,,,,,
2/9/2020,5.6,9,12.4,26455.125,,,,,,,,,
2/10/2020,3.8,5.5,7.2,30121.58333,,,,,,,,,
2/11/2020,1.7,3.8,5.9,30549,,,,,,,,,
2/12/2020,2.4,5,7.7,31024.66667,2,4.5,7,1,3,5,1,3,5
2/13/2020,3.2,5.9,8.6,31617.54167,-1,2,5,-2,1.5,5,-1,2,5
2/14/2020,1.8,6.3,10.8,31042.22917,3,5,7,2,4.5,7,2,4,6
2/15/2020,4.1,8.2,12.2,27205.8125,7,9.5,12,6,9,12,7,9.5,12
2/16/2020,7.1,8,8.8,25954.5625,4,6,8,4,5.5,7,3,5,7
2/17/2020,4.2,6.8,9.5,29265.70833,4,7,10,4,6,8,4,5.5,7
2/18/2020,3.7,6.4,9.1,30158.91667,4,7.5,11,4,6,8,4,6.5,9
2/19/2020,3.1,6.3,9.5,31402.375,8,8.5,9,8,8.5,9,9,9,9
2/20/2020,4.2,6.9,9.7,30167.10417,3,7,11,4,7.5,11,4,7.5,11
2/21/2020,3.5,7,10.5,29856.89583,9,10,11,8,9,10,9,10,11
2/22/2020,6.9,9,11.1,25664.9375,9,10,11,9,10,11,7,8.5,10
2/23/2020,6.5,8.5,10.4,26056.72917,9,11,13,8,9.5,11,7,8.5,10
2/24/2020,4.2,8,11.8,30116.20833,6,10,14,6,9.5,13,5,8.5,12
2/25/2020,2.9,5.2,7.4,30510.5625,2,4,6,2,4.5,7,2,4,6
2/26/2020,1.5,4.3,7.1,31136.45833,3,5.5,8,3,5.5,8,1,3.5,6
2/27/2020,1.5,4.5,7.4,31381.8542,1,4,7,2,5,8,2,4,6
2/28/2020,9,5.6,10.4,32045.7292,8,10,12,6,9.5,13,6,7.5,9
2/29/2020,3.2,5.7,8.2,25985.0625,4,6.5,9,4,5.5,7,3,5,7
3/1/2020,2.5,5.3,8.2,25591.64583,4,7,10,4,6.5,9,3,6,9
3/2/2020,0.7,4.6,8.5,30753.70833,2,5.5,9,4,6,8,2,4.5,7
3/3/2020,1.8,5.3,8.7,31300.83333,0,4.5,9,2,5.5,9,0,4,8
3/4/2020,1.2,4.1,7.1,32614.16667,6,7.5,9,4,6,8,1,4.5,8
3/5/2020,2.3,4.6,6.8,33012.45833,1,4.5,8,1,4.5,8,-1,3.5,8
3/6/2020,-1.7,3.9,9.5,30921.45833,2,6,10,2,5,8,2,5.5,9
3/7/2020,1.8,6.9,12,26750.8125,9,11,13,7,10,13,7,10,13
3/8/2020,6.3,8.8,11.3,24446.22917,5,8.5,12,5,7.5,10,5,7.5,10
3/9/2020,5.6,8,11.4,29409.77083,8,10,12,6,7.5,9,6,7.5,9
3/10/2020,3.8,9.5,13,28537.25,9,12,15,8,10.5,13,4,8.5,13
3/11/2020,5.6,9,12.4,27706.3333,4,9,14,4,8,12,3,7,11
3/12/2020,2.5,5.8,9.5,27444.41666,6,8,10,5,6.5,8,3,6,9
3/13/2020,3.6,7.1,10.7,29577.4375,6,8.5,11,6,8,10,3,5.5,8
3/14/2020,5.5,8.5,11.4,26263.64583,8,10.5,13,8,9.5,11,8,10,12
3/15/2020,7.4,8.5,9.5,25422.4375,9,12,15,9,10,11,8,10.5,13
3/16/2020,1.8,6.3,10.8,28355.91667,4,8,12,5,8,11,7,9,11
3/17/2020,5.6,9.2,12.5,28129.4375,8,11.5,15,9,11.5,14,6,10,14
3/18/2020,5.1,8.5,11.4,29714.22917,7,10.5,14,4,8.5,13,1,4.5,8
3/19/2020,7.1,8.5,9.5,30231.89583,5,6.5,8,4,5.5,7,2,5.5,9
3/20/2020,2.5,6.3,10.8,28020.6875,3,6,9,2,4.5,7,1,3.5,6
3/21/2020,4.8,9.4,13.2,23768.0625,2,6,10,1,4.5,8,1,4.5,8
3/22/2020,7.5,8.2,9.1,23653.625,4,6.5,9,3,5.5,8,2,5,8
3/23/2020,3.4,6,7.7,26579.875,3,7,11,2,6,10,2,6.5,11
3/24/2020,3.4,6.5,9.5,25158.75,1,6.5,12,1,6,11,1,6,11
3/25/2020,2.1,6.5,9.9,24534.0625,2,6.5,11,2,6,10,2,5.5,9
3/26/2020,0.8,5.9,10.8,24191.8125,1,7,13,-1,6.5,14,-1,6,13
3/27/2020,-0.3,6.1,12.7,23257.75,4,9,14,2,7.5,13,3,7.5,12
3/28/2020,1.2,8.6,15.3,21688.625,3,8,13,2,7.5,13,2,5.5,9
3/29/2020,1.1,9.3,15.5,21771.6875,3,6.5,10,3,7.5,12,3,5.5,8
3/30/2020,0.3,7,14.1,25639.27083,3,7,11,4,7,10,4,6.5,9
3/31/2020,-0.1,6.1,12.3,26066.10417,1,6,11,2,6.5,11,3,7,11
4/1/2020,3.1,6.4,10.4,26426.10417,3,6.5,10,4,7,10,6,7.5,9
4/2/2020,1.6,5,8.1,23802.60417,4,8.5,13,4,8,12,1,6.5,12
4/3/2020,0.8,5,9.2,24155.47917,3,7.5,12,4,8,12,4,7,10
4/4/2020,2.4,6.6,10.2,21136.3125,8,12,16,8,11,14,6,10,14
4/5/2020,0.8,6.2,9.2,18944.45833,7,11.5,16,7,9.5,12,4,8.5,13
4/6/2020,4.3,8.9,11.9,21390.60417,7,10.5,14,6,9.5,13,5,8.5,12
4/7/2020,4.4,8.5,11.9,21933.52083,6,10.5,15,5,9,13,2,6.5,11
4/8/2020,2.3,8.9,14.6,21893.25,7,10.5,14,4,7.5,11,3,8,13
4/9/2020,5.7,12.1,19.4,20978.89583,8,13,18,5,8.5,12,4,9,14
4/10/2020,9.2,11.9,14.6,19465.22917,6,11,16,6,10,14,5,9,13
4/11/2020,1.8,9.8,17,18900.1875,6,11.5,17,7,11.5,16,4,8,12
4/12/2020,6.2,13.8,19.9,18774.33333,8,11,14,8,11.5,15,3,8.5,14
4/13/2020,6.3,13,19.2,18374.8125,6,10,14,8,10,12,2,7,12
4/14/2020,6.1,15.1,22.4,21415.6875,9,12.5,16,9,11.5,14,5,8,11
4/15/2020,7.7,15.3,21.4,20932.25,9,12,15,7,11,15,6,10,14
4/16/2020,6.4,13.7,19.7,20651.91667,8,13,18,6,9.5,13,6,10.5,15
4/17/2020,4.9,8,10.3,20799.83333,7,11.5,16,6,9,12,5,9.5,14
4/18/2020,-0.3,6.2,12.6,21556.95833,6,11,16,8,11,14,4,8.5,13
4/19/2020,-0.1,9.6,17.2,18633.95833,8,13,18,7,12,17,4,10,16
4/20/2020,2.3,11.3,19.1,18999.5,9,12.5,16,8,13,18,6,10,14
4/21/2020,7.3,10.8,13.4,18999.9375,9,13,17,8,14,20,6,11,16
4/22/2020,5.1,8.1,10.5,19595.4375,8,14,20,6,14,22,4,10.5,17
4/23/2020,5.1,10.7,15.8,20438.6875,7,15,23,8,15.5,23,5,12,19
4/24/2020,3.7,9.9,16.3,20185.41304,7,14.5,22,9,15,21,3,11,19
4/25/2020,5.7,11.6,17.7,19103.89583,6,12,18,8,13.5,19,8,13.5,19
4/26/2020,4.8,12.5,19.5,19061.41667,5,10.5,16,7,12.5,18,7,11,15
4/27/2020,5.3,12.6,20.2,21667.08333,5,10.5,16,7,11,15,5,8.5,12
4/28/2020,4.9,12.6,19.9,24053.9375,6,9,12,6,8.5,11,5,7.5,10
4/29/2020,4.4,11.7,17.6,22925.3125,7,10.5,14,6,9.5,13,6,8.5,11
4/30/2020,3.7,12.4,18.2,22257.22917,7,9.5,12,7,9.5,12,6,9.5,13
5/1/2020,6.8,11.1,14.2,21424.83333,6,9,12,5,9.5,14,7,10.5,14
5/2/2020,6.3,8.3,9.5,19572.45833,6,10,14,5,10,15,8,11,14
5/3/2020,5.4,9.1,12.4,21039.77083,9,12.5,16,9,12.5,16,7,11.5,16
5/4/2020,5.6,8.8,11.7,20939.875,7,12.5,18,7,13,19,4,8.5,13
5/5/2020,5.7,9.9,14,20307.45833,8,14,20,9,13.5,18,6,10.5,15
5/6/2020,4.4,9.8,15.2,20412.35417,8,15,22,8,14,20,6,12,18
5/7/2020,5.8,10.3,14.8,20450.33333,10,16.5,23,10,16.5,23,9,15.5,22
5/8/2020,7.1,11.7,16.4,18909,11,17,23,11,16.5,22,9,15.5,22
5/9/2020,5.8,10.5,15.1,17853.95833,12,18,24,12,18,24,8,15.5,23
5/10/2020,3.1,10.5,17.8,18591.54167,3,6.5,10,2,6,10,2,5.5,9
5/11/2020,5,12.9,20.8,20083.08333,3,7,11,2,7,12,3,6,9
5/12/2020,9.3,15.1,20.9,21945.29167,6,10.5,15,4,9,14,3,8,13
5/13/2020,8.9,16.1,23.3,21674.58333,4,8,12,2,7.5,13,1,5.5,10
5/14/2020,9.2,10.9,12.5,21415.08333,4,9,14,4,10,16,6,10.5,15
5/15/2020,2.3,6.9,11.5,19264.10417,7,12.5,18,6,11.5,17,6,11,16
5/16/2020,5.9,10.8,15.7,18385.47917,8,13,18,7,12,17,8,11,14
5/17/2020,8.2,13,17.8,19895.3125,9,14.5,20,8,12.5,17,11,14,17
5/18/2020,9.8,13.5,17.2,20745.77083,11,17,23,11,14.5,18,12,15,18
5/19/2020,11.3,16,20.7,20388.375,12,18.5,25,11,16.5,22,12,18.5,25
5/20/2020,9.1,16.8,24.6,20344.91667,14,20.5,27,12,19,26,12,19.5,27
5/21/2020,10.4,16,21.7,5825.416667,16,21.5,27,13,18,23,14,17.5,21
5/22/2020,,,,,11,16.5,22,11,14.5,18,10,14.5,19
5/23/2020,,,,,11,14.5,18,11,13.5,16,12,14,16