Date,HadCET min,HadCET mean,HadCET max,Load Values England and Wales (MW),London min forecast,London mean  forecast,London max  forecast,Bristol min  forecast,Bristol mean  forecast,Bristol max forecast,Leeds min  forecast,Leeds mean forecast,Leeds max forecast,Covid stringency index
01/01/2017,4.4,5.2,6,27079.97917,,,,,,,,,,
02/01/2017,-0.6,2,4.6,29568.08333,,,,,,,,,,
03/01/2017,-1.2,2.7,6.6,34100.54167,,,,,,,,,,
04/01/2017,2.2,4.9,7.6,34647.02083,,,,,,,,,,
05/01/2017,-3.2,1.2,5.6,36120.77083,,,,,,,,,,
06/01/2017,-3.2,2.5,8.2,35610.45833,,,,,,,,,,
07/01/2017,2.2,5.9,9.6,31626.25,,,,,,,,,,
08/01/2017,6.6,8.1,9.6,30309.66667,,,,,,,,,,
09/01/2017,6.8,7.7,8.6,33324.625,,,,,,,,,,
10/01/2017,3.9,7.3,10.6,34039.04167,,,,,,,,,,
11/01/2017,6,7.5,9.1,32682.79167,,,,,,,,,,
12/01/2017,3.2,3.9,4.7,35262.75,,,,,,,,,,
13/01/2017,0,2.5,5,34623.9375,,,,,,,,,,
14/01/2017,-0.6,2.7,6,31961.1875,,,,,,,,,,
15/01/2017,1.6,5.3,9,31350.625,,,,,,,,,,
16/01/2017,5,6.4,7.8,35477.8125,,,,,,,,,,
17/01/2017,3.3,4.6,6,35871.97917,,,,,,,,,,
18/01/2017,2.1,4.2,6.4,36255.89583,,,,,,,,,,
19/01/2017,2.4,4.5,6.6,36207.58333,,,,,,,,,,
20/01/2017,-0.2,3.2,6.7,35215.66667,,,,,,,,,,
21/01/2017,-1.5,1.1,3.6,32867.66667,,,,,,,,,,
22/01/2017,-3.1,0.6,4.4,32463.89583,,,,,,,,,,
23/01/2017,-2.4,1.3,4.9,36784.16667,,,,,,,,,,
24/01/2017,-1.8,3.4,8.6,35951.5,,,,,,,,,,
25/01/2017,-0.4,2.6,5.6,36131.04167,,,,,,,,,,
26/01/2017,-1.1,-0.1,1,37274.10417,,,,,,,,,,
27/01/2017,-3.2,1.7,6.6,36871.60417,,,,,,,,,,
28/01/2017,-1,3.5,7.9,31496.3125,,,,,,,,,,
29/01/2017,1.1,4,7,31548.22917,,,,,,,,,,
30/01/2017,2,4.7,7.4,35173.04167,,,,,,,,,,
31/01/2017,4.6,7.4,10.2,35037.9375,,,,,,,,,,
01/02/2017,5.5,8.4,11.3,33851.16667,,,,,,,,,,
02/02/2017,7.9,9.7,11.5,32107.3125,,,,,,,,,,
03/02/2017,5.7,7.7,9.6,32066.04167,,,,,,,,,,
04/02/2017,1.3,5,8.7,30181.52083,,,,,,,,,,
05/02/2017,1.1,3,4.9,30802.77083,,,,,,,,,,
06/02/2017,-2,2.1,6.1,35176.35417,,,,,,,,,,
07/02/2017,-0.6,4.9,10.4,34280.375,,,,,,,,,,
08/02/2017,1.6,3.2,4.8,35735,,,,,,,,,,
09/02/2017,0.7,1.2,1.8,36541.83333,,,,,,,,,,
10/02/2017,0.4,1.6,2.9,36374.75,,,,,,,,,,
11/02/2017,0.3,1.6,2.8,33108.25,,,,,,,,,,
12/02/2017,0.7,2.4,4.1,31237.77083,,,,,,,,,,
13/02/2017,1.5,5.5,9.5,32830.54167,,,,,,,,,,
14/02/2017,1.9,5.5,9.2,34499.25,,,,,,,,,,
15/02/2017,2.9,6.9,10.9,33830.54167,,,,,,,,,,
16/02/2017,5.3,7.9,10.5,32243.91667,,,,,,,,,,
17/02/2017,6.3,8.9,11.4,32407.85417,,,,,,,,,,
18/02/2017,5.2,7.5,9.9,28491.29167,,,,,,,,,,
19/02/2017,5.2,8.2,11.2,27863.41667,,,,,,,,,,
20/02/2017,7.3,10.7,14.1,30294.97917,,,,,,,,,,
21/02/2017,7.5,9.9,12.2,31025.97917,,,,,,,,,,
22/02/2017,8.1,10,11.8,30725.02083,,,,,,,,,,
23/02/2017,7.4,8.1,8.8,30917.58333,,,,,,,,,,
24/02/2017,1.8,5.3,8.9,31515.95833,,,,,,,,,,
25/02/2017,3.4,6.6,9.7,28260.89583,,,,,,,,,,
26/02/2017,6.9,8.8,10.8,26955.39583,,,,,,,,,,
27/02/2017,5.4,6.7,7.9,32410.41667,,,,,,,,,,
28/02/2017,0.2,3.4,6.6,33020.41667,,,,,,,,,,
01/03/2017,1.3,4.8,8.3,33085.375,,,,,,,,,,
02/03/2017,3.6,6.8,9.9,31010.72917,,,,,,,,,,
03/03/2017,4.5,7,9.4,32958.66667,,,,,,,,,,
04/03/2017,5,8,11.1,28116.85417,,,,,,,,,,
05/03/2017,3.9,6.5,9.2,27967.14583,,,,,,,,,,
06/03/2017,1.6,5.8,9.9,31961.14583,,,,,,,,,,
07/03/2017,2.2,6.3,10.4,32124.10417,,,,,,,,,,
08/03/2017,4.8,8.5,12.2,31433.14583,,,,,,,,,,
09/03/2017,6.4,9.8,13.1,29628.95833,,,,,,,,,,
10/03/2017,5,8.6,12.2,31094.79167,,,,,,,,,,
11/03/2017,7.8,10.9,14,27552.625,,,,,,,,,,
12/03/2017,8.5,10.4,12.2,26895.08333,,,,,,,,,,
13/03/2017,3.7,8.4,13.1,29511.6875,,,,,,,,,,
14/03/2017,5.9,10.1,14.4,29782.35417,,,,,,,,,,
15/03/2017,3.7,9.5,15.2,29390.72917,,,,,,,,,,
16/03/2017,5.7,8.2,10.6,30033.52083,,,,,,,,,,
17/03/2017,2.7,7.3,11.8,28919.47917,,,,,,,,,,
18/03/2017,6,9.7,13.4,26109.25,,,,,,,,,,
19/03/2017,9.5,11.5,13.5,24717.8125,,,,,,,,,,
20/03/2017,9.3,10.1,10.9,29394.04167,,,,,,,,,,
21/03/2017,2.6,6.2,9.8,28978.79167,,,,,,,,,,
22/03/2017,3.2,5.8,8.4,31817.125,,,,,,,,,,
23/03/2017,2.3,7,11.7,30312.4375,,,,,,,,,,
24/03/2017,3.9,8.4,12.8,29546.04167,,,,,,,,,,
25/03/2017,0.5,7.9,15.3,25205.89583,,,,,,,,,,
26/03/2017,3.5,9.3,15,23723.10417,,,,,,,,,,
27/03/2017,4,8,12,29428.29167,,,,,,,,,,
28/03/2017,3.7,9.5,15.4,29652,,,,,,,,,,
29/03/2017,6.3,10.2,14.1,29557.5625,,,,,,,,,,
30/03/2017,11,15.1,19.2,27557.22917,,,,,,,,,,
31/03/2017,10.7,13.4,16.1,26734.9375,,,,,,,,,,
01/04/2017,7.6,11.1,14.7,24930.58333,,,,,,,,,,
02/04/2017,3.9,9.1,14.2,24051.60417,,,,,,,,,,
03/04/2017,3.1,9.4,15.7,27301.58333,,,,,,,,,,
04/04/2017,8.3,10.7,13.2,28821.72917,,,,,,,,,,
05/04/2017,3.4,7.9,12.4,27827.54167,,,,,,,,,,
06/04/2017,2.6,7.9,13.3,27785.04167,,,,,,,,,,
07/04/2017,3.5,8,12.6,27354.08333,,,,,,,,,,
08/04/2017,1.6,10.6,19.5,23162.16667,,,,,,,,,,
09/04/2017,6,13.7,21.4,21322.125,,,,,,,,,,
10/04/2017,5.6,8.9,12.2,26409.22917,,,,,,,,,,
11/04/2017,3.8,8.7,13.5,26247.91667,,,,,,,,,,
12/04/2017,6.3,10,13.7,26601.35417,,,,,,,,,,
13/04/2017,4.1,8,11.8,27397.89583,,,,,,,,,,
14/04/2017,6,9.6,13.3,24704.5625,,,,,,,,,,
15/04/2017,7.1,9.5,12,22127.41667,,,,,,,,,,
16/04/2017,5.1,8.8,12.4,22527.95833,,,,,,,,,,
17/04/2017,5.7,8.2,10.7,24171.77083,,,,,,,,,,
18/04/2017,1.4,6.5,11.7,26464.125,,,,,,,,,,
19/04/2017,2.9,7.9,12.8,27456.4375,,,,,,,,,,
20/04/2017,6,10,14,28274.39583,,,,,,,,,,
21/04/2017,6.9,10.2,13.5,27545.8125,,,,,,,,,,
22/04/2017,5.7,10,14.3,23735.20833,,,,,,,,,,
23/04/2017,2.9,8.5,14,22982.22917,,,,,,,,,,
24/04/2017,4.5,8.3,12.1,27439.64583,,,,,,,,,,
25/04/2017,-0.7,4.5,9.7,27763.10417,,,,,,,,,,
26/04/2017,0.2,5,9.9,28796.3125,,,,,,,,,,
27/04/2017,-0.2,5.5,11.2,29704.3125,,,,,,,,,,
28/04/2017,5.1,8.8,12.5,28594.6875,,,,,,,,,,
29/04/2017,4,8.8,13.6,24341.70833,,,,,,,,,,
30/04/2017,7.9,11.8,15.7,22149.875,,,,,,,,,,
01/05/2017,8.2,11.5,14.7,24096.75,,,,,,,,,,
02/05/2017,5.3,11,16.8,27255.77083,,,,,,,,,,
03/05/2017,4.4,8.9,13.3,27338.83333,,,,,,,,,,
04/05/2017,7.8,11.8,15.8,26124.1875,,,,,,,,,,
05/05/2017,5.2,10.5,15.9,24995.5625,,,,,,,,,,
06/05/2017,6.8,10.1,13.5,24207.64583,,,,,,,,,,
07/05/2017,5.9,11.8,17.8,22792.5625,,,,,,,,,,
08/05/2017,3.9,8.3,12.7,26693.72917,,,,,,,,,,
09/05/2017,5.8,9.3,12.7,27852.5625,,,,,,,,,,
10/05/2017,0.6,8.8,17,26235.97917,,,,,,,,,,
11/05/2017,4.8,12.4,20.1,26504.47917,,,,,,,,,,
12/05/2017,9.5,12.8,16.1,27290.97917,,,,,,,,,,
13/05/2017,10.2,13.8,17.3,22290.95833,,,,,,,,,,
14/05/2017,9.8,13.9,18,21306.375,,,,,,,,,,
15/05/2017,7.9,12.7,17.5,26727.125,,,,,,,,,,
16/05/2017,12.2,15.8,19.4,26811.52083,,,,,,,,,,
17/05/2017,12.3,13.4,14.5,28730.1875,,,,,,,,,,
18/05/2017,6.5,11.4,16.3,26898.33333,,,,,,,,,,
19/05/2017,7.8,11.6,15.5,26731.20833,,,,,,,,,,
20/05/2017,5.6,10.3,15,22829.89583,,,,,,,,,,
21/05/2017,8.2,13.3,18.5,21446.3125,,,,,,,,,,
22/05/2017,9.6,16.1,22.6,24969.45833,,,,,,,,,,
23/05/2017,10.9,15.4,19.9,26474.45833,,,,,,,,,,
24/05/2017,11.1,17.1,23.1,25910.375,,,,,,,,,,
25/05/2017,11,18.3,25.6,25370.14583,,,,,,,,,,
26/05/2017,11.8,18.7,25.5,23814.95833,,,,,,,,,,
27/05/2017,13.6,18.6,23.7,21319.9375,,,,,,,,,,
28/05/2017,11.6,16,20.5,20741.95833,,,,,,,,,,
29/05/2017,13.1,15.2,17.3,23273.41667,,,,,,,,,,
30/05/2017,12,15.3,18.5,25038.5,,,,,,,,,,
31/05/2017,9.5,15.5,21.5,25251.875,,,,,,,,,,
01/06/2017,12.2,17.3,22.3,24309.75,,,,,,,,,,
02/06/2017,12,15.7,19.4,25601.02083,,,,,,,,,,
03/06/2017,10.2,14.5,18.9,20900.75,,,,,,,,,,
04/06/2017,8.2,12.7,17.2,20528.70833,,,,,,,,,,
05/06/2017,9.1,12.3,15.5,25116.875,,,,,,,,,,
06/06/2017,9.3,12.1,14.9,24994.14583,,,,,,,,,,
07/06/2017,9.7,13.6,17.5,24060.33333,,,,,,,,,,
08/06/2017,10.9,14.4,17.9,25383.97917,,,,,,,,,,
09/06/2017,10.6,14.8,19,24431.5,,,,,,,,,,
10/06/2017,11.9,16.1,20.3,21523.27083,,,,,,,,,,
11/06/2017,13.3,16.4,19.5,19583.47917,,,,,,,,,,
12/06/2017,11.7,14.7,17.6,24194.8125,,,,,,,,,,
13/06/2017,9.8,15.1,20.4,25670.375,,,,,,,,,,
14/06/2017,10,17.2,24.3,25095.25,,,,,,,,,,
15/06/2017,11.2,15.9,20.5,23990.33333,,,,,,,,,,
16/06/2017,11.1,16.2,21.3,24137.625,,,,,,,,,,
17/06/2017,13.5,20,26.6,21430.89583,,,,,,,,,,
18/06/2017,12.5,20.2,27.9,21141.625,,,,,,,,,,
19/06/2017,14.6,21.9,29.1,25981.95833,,,,,,,,,,
20/06/2017,15.3,20.8,26.3,26182.66667,,,,,,,,,,
21/06/2017,13.7,21.7,29.8,26231.47917,,,,,,,,,,
22/06/2017,15.8,18,20.3,26233.41667,,,,,,,,,,
23/06/2017,11.2,15.3,19.3,24434.14583,,,,,,,,,,
24/06/2017,14.4,17.7,21,21563.22917,,,,,,,,,,
25/06/2017,12.4,15.9,19.4,20974.3125,,,,,,,,,,
26/06/2017,8.1,14.5,20.8,24799.10417,,,,,,,,,,
27/06/2017,12.5,15.4,18.4,26553.375,,,,,,,,,,
28/06/2017,12.3,13.1,13.8,26644.70833,,,,,,,,,,
29/06/2017,9.9,13.1,16.3,26680.3125,,,,,,,,,,
30/06/2017,10.1,14.6,19.1,25687,,,,,,,,,,
01/07/2017,12.7,16.6,20.6,21277.72917,,,,,,,,,,
02/07/2017,11.6,16.2,20.8,19930.79167,,,,,,,,,,
03/07/2017,12.3,16.9,21.4,24857.54167,,,,,,,,,,
04/07/2017,11.2,16.1,21,26088.625,,,,,,,,,,
05/07/2017,10.8,17.9,25.1,25548,,,,,,,,,,
06/07/2017,14.1,21,27.9,26146.39583,,,,,,,,,,
07/07/2017,14,18.9,23.8,25746.6875,,,,,,,,,,
08/07/2017,12.7,17.5,22.2,21861.9375,,,,,,,,,,
09/07/2017,13.7,18.8,24,21467.54167,,,,,,,,,,
10/07/2017,12.8,17.2,21.6,25829.72917,,,,,,,,,,
11/07/2017,11.4,14.5,17.6,27147.1875,,,,,,,,,,
12/07/2017,11.3,15.8,20.3,25082.5,,,,,,,,,,
13/07/2017,11.8,16.8,21.7,25107.3125,,,,,,,,,,
14/07/2017,12.7,15.7,18.7,24201.58333,,,,,,,,,,
15/07/2017,12.6,16.7,20.9,22238.77083,,,,,,,,,,
16/07/2017,15,18.6,22.2,21854.14583,,,,,,,,,,
17/07/2017,9.6,16.9,24.2,24555.79167,,,,,,,,,,
18/07/2017,13.1,19.3,25.5,25106.875,,,,,,,,,,
19/07/2017,15.4,18.8,22.2,26684.25,,,,,,,,,,
20/07/2017,12.9,15.9,18.9,25079.29167,,,,,,,,,,
21/07/2017,11.3,15.9,20.4,24580.89583,,,,,,,,,,
22/07/2017,11.1,14.9,18.7,22202.125,,,,,,,,,,
23/07/2017,10.4,15.1,19.8,21474.85417,,,,,,,,,,
24/07/2017,13.1,16.5,19.9,24304.1875,,,,,,,,,,
25/07/2017,11,16.6,22.2,24945.6875,,,,,,,,,,
26/07/2017,13.4,16.8,20.2,25192.4375,,,,,,,,,,
27/07/2017,11.5,15.3,19.2,24231.97917,,,,,,,,,,
28/07/2017,11.7,15.6,19.4,23846.4375,,,,,,,,,,
29/07/2017,12.6,15.7,18.8,21906.39583,,,,,,,,,,
30/07/2017,11.9,15.7,19.4,20270.10417,,,,,,,,,,
31/07/2017,11.6,15.7,19.8,23402.85417,,,,,,,,,,
01/08/2017,10.8,15.7,20.5,23918.5625,,,,,,,,,,
02/08/2017,13,16.3,19.5,24914.02083,,,,,,,,,,
03/08/2017,13.9,16.9,19.8,23226.60417,,,,,,,,,,
04/08/2017,13.4,16.6,19.8,23025.83333,,,,,,,,,,
05/08/2017,10.6,14.6,18.5,20907.9375,,,,,,,,,,
06/08/2017,9.2,14.3,19.4,20125.3125,,,,,,,,,,
07/08/2017,12.2,15.8,19.3,24786.4375,,,,,,,,,,
08/08/2017,11.1,13.7,16.3,25696.5,,,,,,,,,,
09/08/2017,11.4,14.4,17.4,25120.08333,,,,,,,,,,
10/08/2017,8.3,13.8,19.3,24503.5,,,,,,,,,,
11/08/2017,7.7,13.1,18.5,24281.64583,,,,,,,,,,
12/08/2017,14.2,17.1,19.9,21504.4375,,,,,,,,,,
13/08/2017,7.6,14.2,20.7,20631.3125,,,,,,,,,,
14/08/2017,10,15.3,20.7,25038.27083,,,,,,,,,,
15/08/2017,13.2,17.2,21.2,24431.41667,,,,,,,,,,
16/08/2017,9,14.9,20.8,24558.375,,,,,,,,,,
17/08/2017,14,18.2,22.3,24775.22917,,,,,,,,,,
18/08/2017,12.8,15.5,18.2,23429.25,,,,,,,,,,
19/08/2017,11,14.6,18.3,20346.20833,,,,,,,,,,
20/08/2017,9.5,14.3,19.2,21538.1875,,,,,,,,,,
21/08/2017,11.9,15.4,18.8,26197.0625,,,,,,,,,,
22/08/2017,14.5,18.4,22.3,26335.22917,,,,,,,,,,
23/08/2017,15.3,18.1,20.9,25951.33333,,,,,,,,,,
24/08/2017,11.1,15.2,19.2,25162.60417,,,,,,,,,,
25/08/2017,9.9,15.5,21.2,24614.89583,,,,,,,,,,
26/08/2017,11.9,16.6,21.4,21869.29167,,,,,,,,,,
27/08/2017,11.3,17.6,23.8,20456.8125,,,,,,,,,,
28/08/2017,12.4,18.5,24.6,21068.6875,,,,,,,,,,
29/08/2017,12.9,16.3,19.8,25930.52083,,,,,,,,,,
30/08/2017,10.6,13.3,15.9,26331.83333,,,,,,,,,,
31/08/2017,6.6,12.6,18.6,25604.10417,,,,,,,,,,
01/09/2017,7.1,13.2,19.3,24557.1875,,,,,,,,,,
02/09/2017,7,13.3,19.5,21774.10417,,,,,,,,,,
03/09/2017,9.6,13.2,16.7,22216.89583,,,,,,,,,,
04/09/2017,12.9,17.1,21.3,26774.3125,,,,,,,,,,
05/09/2017,14.8,17,19.3,26861.91667,,,,,,,,,,
06/09/2017,9.9,13.6,17.2,25697.47917,,,,,,,,,,
07/09/2017,9.9,13.8,17.6,26170.58333,,,,,,,,,,
08/09/2017,13,15.1,17.1,25591.75,,,,,,,,,,
09/09/2017,9.5,13.2,16.9,22587.89583,,,,,,,,,,
10/09/2017,7.6,11.6,15.6,22111,,,,,,,,,,
11/09/2017,9.8,13.5,17.1,24688.14583,,,,,,,,,,
12/09/2017,9.7,13.3,16.8,25222.875,,,,,,,,,,
13/09/2017,10.3,13.2,16,24899.83333,,,,,,,,,,
14/09/2017,7.4,11.7,16.1,26028.8125,,,,,,,,,,
15/09/2017,6.8,11.1,15.3,26580.14583,,,,,,,,,,
16/09/2017,6.9,10.7,14.5,24058.1875,,,,,,,,,,
17/09/2017,6.9,11.8,16.8,23635.47917,,,,,,,,,,
18/09/2017,8.7,12,15.2,27365.3125,,,,,,,,,,
19/09/2017,5.3,10.5,15.8,27422.91667,,,,,,,,,,
20/09/2017,7.5,12.9,18.3,27335.25,,,,,,,,,,
21/09/2017,12.7,14.2,15.8,27589.1875,,,,,,,,,,
22/09/2017,4.8,10.7,16.5,26454.16667,,,,,,,,,,
23/09/2017,11.5,15.1,18.6,23782.89583,,,,,,,,,,
24/09/2017,10.4,15.5,20.5,23263.97917,,,,,,,,,,
25/09/2017,13.4,15.4,17.4,28354.27083,,,,,,,,,,
26/09/2017,11.7,15.2,18.7,28073.14583,,,,,,,,,,
27/09/2017,12.1,15.2,18.2,27662.10417,,,,,,,,,,
28/09/2017,12.9,15.8,18.8,27278.72917,,,,,,,,,,
29/09/2017,12.2,14.6,17,27062.25,,,,,,,,,,
30/09/2017,9.2,12.7,16.2,24500.22917,,,,,,,,,,
01/10/2017,11.5,14.4,17.3,23494.77083,,,,,,,,,,
02/10/2017,12.3,13.8,15.3,25783.45833,,,,,,,,,,
03/10/2017,8.1,11.4,14.6,26889.1875,,,,,,,,,,
04/10/2017,8.3,11.7,15.2,27591.02083,,,,,,,,,,
05/10/2017,10.6,13,15.4,26184.22917,,,,,,,,,,
06/10/2017,5.6,10,14.5,27088.5625,,,,,,,,,,
07/10/2017,9.1,12.4,15.7,24506.45833,,,,,,,,,,
08/10/2017,8.8,12.5,16.2,24673.14583,,,,,,,,,,
09/10/2017,10.7,13.1,15.5,28675.10417,,,,,,,,,,
10/10/2017,11.6,14.2,16.8,27749.29167,,,,,,,,,,
11/10/2017,12.5,14.1,15.6,27292.97917,,,,,,,,,,
12/10/2017,8.8,12.8,16.9,27425.625,,,,,,,,,,
13/10/2017,10.9,14.9,19,26936.20833,,,,,,,,,,
14/10/2017,15.2,17.2,19.2,24251.83333,,,,,,,,,,
15/10/2017,10.7,14.7,18.7,23635.04167,,,,,,,,,,
16/10/2017,12.3,16.4,20.5,27114.08333,,,,,,,,,,
17/10/2017,9.7,12.2,14.8,27642.875,,,,,,,,,,
18/10/2017,8.7,11.2,13.7,29911.79167,,,,,,,,,,
19/10/2017,10.1,12.7,15.3,29551.79167,,,,,,,,,,
20/10/2017,10.9,12.5,14.1,27782.97917,,,,,,,,,,
21/10/2017,10.4,12.2,13.9,23515.0625,,,,,,,,,,
22/10/2017,8.6,10.5,12.4,23229.41667,,,,,,,,,,
23/10/2017,8.5,12,15.5,29281.91667,,,,,,,,,,
24/10/2017,11.4,14.2,17.1,28396.77083,,,,,,,,,,
25/10/2017,11.8,13.9,16,27814.97917,,,,,,,,,,
26/10/2017,7.3,10.3,13.4,29641,,,,,,,,,,
27/10/2017,5.7,9.7,13.7,27851.41667,,,,,,,,,,
28/10/2017,5.3,9.9,14.5,23835.6875,,,,,,,,,,
29/10/2017,8.9,10.8,12.7,24388.41667,,,,,,,,,,
30/10/2017,0.7,6,11.3,30197.6875,,,,,,,,,,
31/10/2017,2.8,7.9,13,30279.77083,,,,,,,,,,
01/11/2017,7.7,10.8,13.9,30210.3125,,,,,,,,,,
02/11/2017,4,7.8,11.6,31106.70833,,,,,,,,,,
03/11/2017,6.9,9.7,12.5,30444.9375,,,,,,,,,,
04/11/2017,8.4,10.3,12.2,26876.04167,,,,,,,,,,
05/11/2017,3.1,6.3,9.5,26208.6875,,,,,,,,,,
06/11/2017,-0.5,5.3,11.1,31307.41667,,,,,,,,,,
07/11/2017,3.9,7.7,11.4,31573.83333,,,,,,,,,,
08/11/2017,1.3,5.8,10.3,32147.20833,,,,,,,,,,
09/11/2017,1.8,7.7,13.5,31873.72917,,,,,,,,,,
10/11/2017,5.8,8.1,10.5,29606.33333,,,,,,,,,,
11/11/2017,6,7.6,9.2,28775.14583,,,,,,,,,,
12/11/2017,4.2,5.8,7.5,26698.1875,,,,,,,,,,
13/11/2017,-0.6,4.3,9.1,33170.875,,,,,,,,,,
14/11/2017,1.4,6.5,11.6,32958.1875,,,,,,,,,,
15/11/2017,7.9,9.8,11.8,32817.14583,,,,,,,,,,
16/11/2017,8.4,10.2,11.9,31469.0625,,,,,,,,,,
17/11/2017,-0.7,4.1,8.8,31959.66667,,,,,,,,,,
18/11/2017,1.5,4.8,8.1,29026.1875,,,,,,,,,,
19/11/2017,0.8,5.5,10.3,28953.25,,,,,,,,,,
